COORDINATION STATS (T=total B=bulk S=surface So=surface only)
      Frame,       Type,  Avg Total,   Avg Bulk,   Avg Surf,  Avg Surfo,         T0,         T1,         T2,         T3,         T4,         T5,         T6,         T7,         T8,         T9,        T10,        T11,        T12,        T13,        T14,        T15,        T16,        T17,        T18,        T19,        T20,         B0,         B1,         B2,         B3,         B4,         B5,         B6,         B7,         B8,         B9,        B10,        B11,        B12,        B13,        B14,        B15,        B16,        B17,        B18,        B19,        B20,         S0,         S1,         S2,         S3,         S4,         S5,         S6,         S7,         S8,         S9,        S10,        S11,        S12,        S13,        S14,        S15,        S16,        S17,        S18,        S19,        S20,        S0o,        S1o,        S2o,        S3o,        S4o,        S5o,        S6o,        S7o,        S8o,        S9o,       S10o,       S11o,       S12o,       S13o,       S14o,       S15o,       S16o,       S17o,       S18o,       S19o,       S20o
         83,          1,   7.641509,   9.972603,   6.755208,   4.781250,          0,          0,          1,          5,          7,         21,         55,         46,         35,         36,         36,         18,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          5,         15,         31,         16,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,          7,         21,         54,         46,         30,         21,          5,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          6,         15,         43,         80,         42,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         83,          2,   4.692568,   4.703196,   4.662338,   3.194805,          0,          1,         15,         47,         66,         76,         69,         17,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         11,         36,         45,         56,         54,         13,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         11,         21,         20,         15,          4,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          3,         11,         24,         23,          9,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         84,      Total,   6.021390,   6.097315,   5.935361,   4.098859,          0,          1,         19,         40,         89,        115,        104,         56,         50,         41,         18,         16,         10,          1,          1,          0,          0,          0,          0,          0,          0,          0,          1,         13,         26,         50,         63,         47,         18,         16,         21,         16,         15,         10,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          6,         14,         39,         52,         57,         38,         34,         20,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          3,         14,         47,         91,         77,         25,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         84,          1,   7.539623,   9.833333,   6.582888,   4.502674,          0,          0,          0,          2,         16,         29,         48,         40,         44,         40,         18,         16,         10,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         10,         20,         16,         15,         10,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         16,         29,         48,         35,         34,         20,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         21,         71,         68,         24,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         84,          2,   4.662162,   4.772727,   4.342105,   3.105263,          0,          1,         19,         38,         73,         86,         56,         16,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         13,         26,         50,         63,         47,         13,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         12,         23,         23,          9,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          3,         12,         26,         20,          9,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         85,      Total,   6.117647,   6.301003,   5.908397,   4.007634,          0,          3,         12,         46,         85,         99,        102,         78,         47,         27,         36,         18,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          8,         28,         54,         54,         40,         24,         15,         16,         33,         18,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          2,          4,         18,         31,         45,         62,         54,         32,         11,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          7,         19,         46,         83,         77,         25,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         85,          1,   7.573585,   9.987805,   6.491803,   4.469945,          0,          0,          0,          6,         10,         26,         48,         54,         33,         26,         36,         18,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,          4,         15,         33,         18,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         10,         26,         47,         51,         29,         11,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         23,         61,         69,         25,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         85,          2,   4.814189,   4.907834,   4.556962,   2.936709,          0,          3,         12,         40,         75,         73,         54,         24,         14,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          8,         28,         54,         54,         39,         21,         11,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          4,         12,         21,         19,         15,          3,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          7,         14,         23,         22,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         86,      Total,   6.174688,   6.217105,   6.124514,   4.280156,          0,          1,         10,         40,         83,        114,        103,         77,         32,         39,         33,         21,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          8,         29,         56,         62,         34,         29,         10,         21,         26,         20,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         11,         27,         52,         69,         48,         22,         18,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          8,         51,         81,         80,         28,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         86,          1,   7.720755,   9.916667,   6.701657,   4.596685,          0,          0,          1,          0,          6,         29,         55,         47,         26,         39,         33,         21,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          5,         21,         26,         20,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          6,         29,         55,         43,         21,         18,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         23,         55,         68,         27,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         86,          2,   4.790541,   4.804545,   4.750000,   3.526316,          0,          1,          9,         40,         77,         85,         48,         30,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          8,         29,         56,         62,         34,         25,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         11,         21,         23,         14,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          5,         28,         26,         12,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         87,      Total,   6.099822,   6.160535,   6.030534,   4.198473,          0,          1,         11,         50,         88,        105,        101,         72,         38,         30,         35,         23,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          6,         34,         57,         50,         45,         27,          6,         19,         29,         20,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         16,         31,         55,         56,         45,         32,         11,          6,          3,          2,          0,          0,          0,          0,          0,          0,          0,          0,          4,          0,         13,         45,         91,         83,         22,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         87,          1,   7.660377,   9.788235,   6.655556,   4.583333,          0,          0,          0,          1,         13,         33,         44,         44,         35,         30,         35,         23,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,          6,         19,         29,         20,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         13,         33,         44,         38,         29,         11,          6,          3,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         16,         63,         73,         21,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         87,          2,   4.702703,   4.719626,   4.658537,   3.353659,          0,          1,         11,         49,         75,         72,         57,         28,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          6,         34,         57,         50,         45,         21,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         15,         18,         22,         12,          7,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          0,         10,         29,         28,         10,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         88,      Total,   6.171123,   6.429577,   5.906137,   4.007220,          0,          0,          8,         36,        102,        101,         99,         77,         49,         31,         29,         19,          8,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         23,         56,         47,         38,         26,         22,         16,         24,         18,          8,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         13,         46,         54,         61,         51,         27,         15,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,          6,         19,         53,         89,         77,         24,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         88,          1,   7.615094,   9.837209,   6.547486,   4.486034,          0,          0,          1,          0,         18,         26,         45,         44,         42,         31,         29,         19,          8,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         16,         16,         24,         18,          8,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,         18,         26,         45,         42,         26,         15,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         23,         65,         60,         24,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         88,          2,   4.878378,   4.949495,   4.734694,   3.132653,          0,          0,          7,         36,         84,         75,         54,         33,          7,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         23,         56,         47,         38,         24,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         13,         28,         28,         16,          9,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,          6,         15,         30,         24,         17,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         89,      Total,   5.857398,   5.965517,   5.741697,   3.977860,          0,          3,         16,         49,        105,        101,        103,         56,         50,         30,         31,         15,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,          9,         26,         61,         51,         46,         16,         16,         22,         24,         14,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         23,         44,         50,         57,         40,         34,          8,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          6,         29,         57,         67,         70,         34,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         89,          1,   7.400000,   9.282353,   6.511111,   4.533333,          0,          0,          0,          3,         16,         29,         47,         44,         48,         30,         31,         15,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          7,         14,         22,         24,         14,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         16,         29,         45,         37,         34,          8,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         32,         49,         61,         32,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         89,          2,   4.476351,   4.590244,   4.219780,   2.879121,          0,          3,         16,         46,         89,         72,         56,         12,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,          9,         26,         61,         51,         44,          9,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         20,         28,         21,         12,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          6,         26,         25,         18,          9,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         90,      Total,   5.985740,   6.097643,   5.859848,   4.068182,          0,          4,         18,         48,         84,        109,         98,         75,         39,         32,         26,         20,          4,          4,          0,          0,          0,          0,          0,          0,          0,          0,          4,         13,         30,         48,         55,         42,         23,         15,         18,         22,         19,          4,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         18,         36,         54,         56,         52,         24,         14,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          4,         14,         53,         93,         68,         25,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         90,          1,   7.452830,   9.817073,   6.393443,   4.404372,          0,          0,          1,          5,         13,         35,         44,         48,         34,         31,         26,         20,          4,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         12,         17,         22,         19,          4,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         13,         35,         43,         45,         22,         14,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         29,         67,         57,         23,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         90,          2,   4.672297,   4.679070,   4.654321,   3.308642,          0,          4,         17,         43,         71,         74,         54,         27,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         13,         30,         48,         55,         41,         20,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         13,         23,         19,         13,          7,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          3,         11,         24,         26,         11,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         91,      Total,   6.121212,   6.298611,   5.934066,   4.109890,          0,          2,         17,         41,         85,         96,        109,         75,         45,         29,         37,         16,          8,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          9,         30,         50,         46,         38,         24,         20,         16,         29,         16,          8,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          8,         11,         35,         50,         71,         51,         25,         13,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,          5,         14,         42,         92,         77,         35,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         91,          1,   7.649057,   9.788235,   6.638889,   4.622222,          0,          0,          0,          1,         11,         25,         55,         47,         35,         29,         37,         16,          8,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          3,         10,         16,         29,         16,          8,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         11,         25,         53,         44,         25,         13,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         21,         58,         65,         35,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         91,          2,   4.753378,   4.837438,   4.569892,   3.118280,          0,          2,         17,         40,         74,         71,         54,         28,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          9,         30,         50,         46,         36,         21,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          8,         10,         24,         25,         18,          7,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,          5,         13,         21,         34,         12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         92,      Total,   6.053476,   6.321555,   5.780576,   4.064748,          0,          1,         15,         43,         93,        102,        102,         79,         39,         31,         27,         21,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          9,         25,         44,         54,         40,         29,         11,         19,         23,         20,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         18,         49,         48,         62,         50,         28,         12,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          9,         12,         62,         79,         71,         40,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         92,          1,   7.509434,   9.865854,   6.453552,   4.573770,          0,          0,          0,          2,         19,         26,         49,         49,         33,         31,         27,         21,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          7,         19,         23,         20,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         19,         26,         49,         44,         26,         12,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         29,         50,         62,         39,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         92,          2,   4.750000,   4.875622,   4.484211,   3.084211,          0,          1,         15,         41,         74,         76,         53,         30,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          9,         25,         44,         54,         40,         24,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         16,         30,         22,         13,          6,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          9,          9,         33,         29,          9,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         93,      Total,   5.978610,   6.055944,   5.898182,   4.261818,          0,          2,         13,         52,         79,        108,        112,         63,         47,         40,         33,          9,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         10,         34,         51,         46,         45,         15,         13,         29,         30,          9,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         18,         28,         62,         67,         48,         34,         11,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         10,         43,        106,         72,         32,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         93,          1,   7.441509,   9.594937,   6.526882,   4.693548,          0,          0,          0,          3,          9,         31,         51,         46,         41,         39,         33,          9,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          8,         28,         30,          9,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,          9,         31,         51,         45,         33,         11,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         14,         69,         65,         31,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         93,          2,   4.668919,   4.705314,   4.584270,   3.359551,          0,          2,         13,         49,         70,         77,         61,         17,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         10,         34,         51,         46,         45,         14,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         15,         19,         31,         16,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,          9,         29,         37,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         94,      Total,   6.000000,   6.279720,   5.709091,   4.036364,          0,          0,         15,         42,         96,        120,         93,         62,         41,         43,         29,         11,          9,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         26,         51,         60,         36,         13,         18,         30,         25,         11,          9,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,         16,         45,         60,         57,         49,         23,         13,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          7,         18,         58,         79,         77,         26,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         94,          1,   7.516981,   9.576087,   6.421965,   4.601156,          0,          0,          0,          1,         19,         29,         42,         45,         38,         42,         29,         11,          9,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         15,         29,         25,         11,          9,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         19,         29,         42,         42,         23,         13,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         25,         49,         67,         25,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         94,          2,   4.641892,   4.716495,   4.500000,   3.078431,          0,          0,         15,         41,         77,         91,         51,         17,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         26,         51,         60,         36,         10,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,         15,         26,         31,         15,          7,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          7,         16,         33,         30,         10,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         95,      Total,   6.039216,   6.250847,   5.804511,   4.022556,          0,          1,         12,         47,         82,        125,         98,         69,         34,         33,         34,         23,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          9,         28,         41,         68,         38,         24,         12,         22,         28,         21,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         19,         41,         57,         60,         45,         22,         11,          6,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,          2,         15,         61,         91,         76,         15,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         95,          1,   7.479245,   9.788235,   6.388889,   4.388889,          0,          0,          0,          3,         15,         38,         45,         41,         30,         33,         34,         23,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         10,         22,         28,         21,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         15,         38,         45,         40,         20,         11,          6,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         27,         65,         66,         15,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         95,          2,   4.750000,   4.819048,   4.581395,   3.255814,          0,          1,         12,         44,         67,         87,         53,         28,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          9,         28,         41,         68,         38,         23,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         16,         26,         19,         15,          5,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,          2,         11,         34,         26,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         96,      Total,   5.939394,   6.125874,   5.745455,   4.014545,          0,          6,         10,         46,         95,        119,         96,         59,         40,         43,         27,         14,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          5,          5,         25,         51,         61,         37,         23,         11,         25,         23,         14,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         21,         44,         58,         59,         36,         29,         18,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          9,         19,         59,         76,         70,         33,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         96,          1,   7.418868,   9.566265,   6.439560,   4.521978,          0,          0,          0,          6,         15,         31,         48,         39,         36,         43,         27,         14,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          6,          8,         25,         23,         14,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         15,         31,         47,         33,         28,         18,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          5,         27,         53,         60,         32,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         96,          2,   4.614865,   4.719212,   4.387097,   3.021505,          0,          6,         10,         40,         80,         88,         48,         20,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          5,         25,         51,         61,         36,         17,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         15,         29,         27,         12,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          9,         14,         32,         23,         10,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         97,      Total,   5.864528,   6.120567,   5.605735,   4.000000,          0,          2,         19,         41,        103,        104,        114,         64,         38,         29,         25,         16,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         12,         27,         54,         46,         44,         12,         19,         24,         21,         16,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          7,         14,         49,         58,         70,         52,         19,          5,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,          6,         15,         43,        113,         78,         17,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
